Drug,exp_mean [nM],Y
Cc1cc(OCc2nc(-c3ccc(Cl)cc3)c(-c3ccccc3)s2)ccc1OCC(=O)O,5900,0
Cc1ccc(-c2sc(COc3ccc(OCC(=O)O)c(C)c3)nc2C)cc1,6320,0
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(C(F)(F)F)cc2)cc1,10,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(OC(F)(F)F)cc2)cc1,10,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(-c3ccccc3)cc2)cc1,10,1
CCCc1ccc(-c2oc(COc3ccc(OCC(=O)O)c(C)c3)nc2-c2ccc(OC)cc2)cc1,10,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(-c3ccccc3)cc2)cc1,10,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1,20,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc3ccccc3c2)cc1,20,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(C(F)(F)F)cc2)cc1,40,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(Cl)cc2)cc1,50,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2cc3ccccc3o2)cc1,50,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(Cl)cc2)cc1,60,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2cccc(C(F)(F)F)c2)cc1,70,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(Cl)c(Cl)c2)cc1,70,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2cnc3ccccc3c2)cc1,80,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2/C=C/c2ccccc2)cc1,110,0
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2cnc3ccccc3c2)cc1,110,0
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC)c(Cl)c2)cc1,130,0
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(SC(F)(F)F)cc2)cc1,150,0
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(-c3ccccc3)c(C(F)(F)F)c2)cc1,250,0
CCCc1ccc(-c2sc(COc3ccc(OCC(=O)O)c(C)c3)nc2-c2ccc(OC)cc2)cc1,510,0
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2cccc(C(F)(F)F)c2)cc1,650,0
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(C(C)(C)C)cc2)cc1,720,0
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(Cl)nc2)cc1,880,0
Cc1cc(OCc2nc(-c3ccc(C(=O)N(C)C(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,1,1
Cc1cc(OCc2nc(-c3ccc(C(=O)N(C)C(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,2,1
Cc1cc(OCc2nc(-c3ccc(OC(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,8,1
Cc1cc(OCc2nc(-c3ccc(OC4CCCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,8,1
Cc1cc(OCc2nc(-c3ccc(C(=O)N4CCCCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,6,1
Cc1cc(OCc2nc(-c3ccc(OC(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,8.5,1
Cc1cc(OCc2nc(-c3ccc(OC4CCCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,12.5,1
Cc1cc(OCc2nc(-c3ccc4c(c3)OCCCO4)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,13,1
Cc1cc(OCc2nc(-c3ccc4c(c3)OCCO4)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,17,1
CCC(C)Oc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1,18,1
Cc1cc(OCc2nc(-c3ccc(C(=O)N4CCCCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,18,1
Cc1cc(OCc2nc(-c3ccc(C(=O)N(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,23,1
CCCCOc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1,26,1
CCN(CC)c1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1,30,1
Cc1cc(OCc2nc(-c3ccc4c(c3)OCO4)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,31,1
CCOc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1,32,1
CCCOc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1,35,1
Cc1cc(OCc2nc(-c3ccc(N4CCOCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,45,1
Cc1cc(OCc2nc(-c3ccc(N4CCCCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,52,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cc1F,56,1
Cc1cc(OCc2nc(-c3ccc(OCC(C)C)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,63,1
COc1cccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)c1,120,0
Cc1cc(OCc2nc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,160,0
Cc1cc(OCc2nc(-c3ccc(C(F)(F)F)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,331,0
Cc1cc(OCc2nc(-c3ccc(N4CCCC4)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,410,0
Cc1cc(OCc2nc(-c3ccc4[nH]c(=O)oc4c3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,544,0
Cc1cc(OCc2nc(-c3ccc(NS(C)(=O)=O)cc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,775,0
Cc1cc(OCc2nc(-c3cnc(OC(C)C)nc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,1,1
Cc1cc(OCc2nc(-c3cnc(N4CCOCC4)nc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,1,1
Cc1cc(OCc2nc(-c3ccc(N4CCOCC4)nc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,2,1
Cc1cc(OCc2nc(-c3cnc(N4CCOCC4)nc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,3,1
Cc1cc(OCc2nc(-c3cnc(OC(C)C)nc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,10,1
Cc1cc(OCc2nc(-c3cccnc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,7,1
Cc1cc(OCc2nc(-c3ccc(OC(C)C)nc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,10,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(OC(F)(F)F)cc2)cn1,9,1
COc1ncc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(OC(F)(F)F)cc2)cn1,14,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cn1,14.5,1
Cc1cc(OCc2nc(-c3ccc(N4CCOCC4)nc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,18,1
COc1ncc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC(F)(F)F)cc2)cn1,34,1
Cc1cc(OCc2nc(-c3cncnc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,55,1
Cc1cc(OCc2nc(-c3cncnc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,59,1
Cc1cc(OCc2nc(-c3cccnc3)c(-c3ccc(OC(F)(F)F)cc3)s2)ccc1OCC(=O)O,68,1
CCCc1cc(OCc2nc(-c3ccc(OC)cc3)c(-c3ccc(C(F)(F)F)cc3)s2)ccc1OCC(=O)O,20,1
COc1ccc(-c2nc(CSc3ccc(CC(=O)O)cc3Cl)sc2-c2ccc(C(F)(F)F)cc2)cc1,62,1
COc1ccc(-c2nc(COc3ccc(CCC(=O)O)c(C)c3)sc2-c2ccc(C(F)(F)F)cc2)cc1,140,0
COc1ccc(-c2nc(COc3ccc(CC(=O)O)c(C)c3)sc2-c2ccc(C(F)(F)F)cc2)cc1,140,0
COc1ccc(-c2nc(CSc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(C(F)(F)F)cc2)cc1,230,0
COc1ccc(-c2nc(COc3ccc4c(ccn4CC(=O)O)c3)sc2-c2ccc(C(F)(F)F)cc2)cc1,340,0
COc1ccc(-c2nc(COc3ccc(CCC(=O)O)c(C(F)(F)F)c3)sc2-c2ccc(C(F)(F)F)cc2)cc1,380,0
COc1ccc(-c2nc(COc3ccc4c(c3)CC(C(=O)O)O4)sc2-c2ccc(C(F)(F)F)cc2)cc1,460,0
COc1ccc(-c2nc(COc3ccc(CC(=O)O)cc3Cl)sc2-c2ccc(C(F)(F)F)cc2)cc1,480,0
COc1ccc(-c2nc(COc3ccc4c(CC(=O)O)cccc4c3)sc2-c2ccc(C(F)(F)F)cc2)cc1,740,0
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)cc3)sc2-c2ccc(C(F)(F)F)cc2)cc1,930,0
COc1ccc(-c2nc(COc3ccc(OC(C)(C)C(=O)O)cc3)sc2-c2ccc(C(F)(F)F)cc2)cc1,1200,0
COc1ccc(-c2nc(COc3ccc(CC(=O)O)cc3)sc2-c2ccc(C(F)(F)F)cc2)cc1,1300,0
CCOC(Cc1ccc(OCc2nc(-c3ccc(OC)cc3)c(-c3ccc(C(F)(F)F)cc3)s2)cc1)C(=O)O,1870,0
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)cc3C)sc2-c2ccc(C(F)(F)F)cc2)cc1,2260,0
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c4ccccc34)sc2-c2ccc(C(F)(F)F)cc2)cc1,2930,0
Cc1cc(OCc2nc(-c3cccnc3)c(-c3ccc(-c4ccccc4)cc3)o2)ccc1OCC(=O)O,7,1
Cc1cc(OCc2nc(-c3ccc(OC(C)C)cc3)c(-c3ccc(-c4ccccc4)cc3)s2)ccc1OCC(=O)O,9.5,1
CCCc1ccc(-c2oc(COc3ccc(OCC(=O)O)c(C)c3)nc2-c2cnc(OC)nc2)cc1,9.5,1
CCCc1ccc(-c2sc(COc3ccc(OCC(=O)O)c(C)c3)nc2-c2ccc(OC(C)C)cc2)cc1,12,1
Cc1cc(OCc2nc(-c3ccc(N4CCOCC4)cc3)c(-c3ccc(-c4ccccc4)cc3)s2)ccc1OCC(=O)O,16,1
Cc1cc(OCc2nc(-c3ccc(OC(C)C)cc3)c(-c3ccc(C(F)(F)F)cc3)s2)ccc1OCC(=O)O,13.5,1
Cc1cc(OCc2nc(-c3ccc(OC(C)C)cc3)c(-c3cccc(OC(F)(F)F)c3)s2)ccc1OCC(=O)O,12.5,1
COc1ccc(-c2nc(CSc3ccc(OCC(=O)O)cc3Cl)sc2-c2ccc(OC)cc2)cc1,30,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC)cc2)cc1,100,1
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(OC)cc2)cc1,120,0
COc1ccc(-c2nc(CSc3ccc(OCC(=O)O)cc3Cl)oc2-c2ccc(OC)cc2)cc1,250,0
COc1ccc(-c2nc(CSc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC)cc2)cc1,470,0
COc1ccc(-c2nc(CSc3ccc(OCC(=O)O)c(C)c3)oc2-c2ccc(OC)cc2)cc1,660,0
COc1ccc(-c2nc(COc3ccc(OCC(=O)O)cc3Cl)sc2-c2ccc(OC)cc2)cc1,810,0
COc1ccc(-c2nc(Sc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC)cc2)cc1,1410,0
COc1ccc(-c2nc(SCc3ccc(OCC(=O)O)cc3Cl)sc2-c2ccc(OC)cc2)cc1,3300,0
COc1ccc(-c2nc(SCc3ccc(OCC(=O)O)c(C)c3)sc2-c2ccc(OC)cc2)cc1,5670,0
COc1ccc(-c2nc(Sc3ccc(OCC(=O)O)cc3Cl)sc2-c2ccc(OC)cc2)cc1,6360,0
Cc1cc(CN(CC(=O)Nc2ccc(Cl)cc2Cl)C2CCCCC2)ccc1OCC(=O)O,3,1
Cc1cc(OC/C=C(\C#Cc2ccc(C(F)(F)F)cc2)c2ccc(Br)cc2)ccc1OCC(=O)O,130,0
O=C(O)Cc1cccc(-c2noc(-c3ccccc3)c2C(=O)NCCOc2cc(Cl)cc(Cl)c2)c1,70,1
COc1ccc(-c2nc(Sc3cccc(C(C)C(=O)O)c3)sc2-c2ccc(OC)cc2)cc1,3200,0
CCCCOc1ccc(-c2ccc(C(=O)O)c(C)c2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,45,1
CCCCOc1ccc(-c2cccc(C(=O)O)c2C)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,1.6,1
CCCCOc1ccc(-c2ccc(C)c(C(=O)O)c2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,14,1
CCCCOc1ccc(-c2cc(C(=O)O)ccc2C)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,4.9,1
CCCCOc1ccc(-c2ccc(C(=O)O)cc2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,170,0
CCCCOc1ccc(-c2cccc(C(=O)O)c2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,29,1
CCCCOc1ccc(-c2ccc(C(=O)O)nc2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,400,0
CCCCOc1ccc(-c2ccc(C(=O)O)cc2F)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,53,1
CCCCOc1ccc(-c2ccc(C(=O)O)cc2C)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,11,1
Cc1ccc(NC(=O)CN(Cc2ccc(OC(C)(C)C(=O)O)cc2)Cc2ccco2)c(C)c1,6000,0
CCCCOc1ccc(-c2cncc(C(=O)O)c2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,220,0
CCCCOc1ccc(-c2c(F)ccc(C(=O)O)c2F)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,5.7,1
CCCCOc1ccc(-c2c(C)ncc(C(=O)O)c2C)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,76,1
Cc1cc(CN2CCCC2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,1600,0
Cc1cc(CN2CCC(C(=O)Nc3ccc(Cl)cc3Cl)C2)ccc1OCC(=O)O,1000,0
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,25,1
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2cc(Cl)ccc2Cl)ccc1OCC(=O)O,320,0
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2ccc(Cl)cc2)ccc1OCC(=O)O,2500,0
Cc1cc(CN2Cc3ncccc3CC2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,500,0
Cc1cc(CN2Cc3cccnc3CC2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,2000,0
C/C(=N\OCc1sc(-c2ccc(C(F)(F)F)cc2)nc1C)c1ccc(OCC(=O)O)c(C)c1,10,1
CC/C(=N\OCc1sc(-c2ccc(C(F)(F)F)cc2)nc1C)c1ccc(OCC(=O)O)c(C)c1,800,0
Cc1cc(/C(=N/OCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)C2CCCCC2)ccc1OCC(=O)O,700,0
C/C(=N\OCc1nc(-c2ccccc2)oc1C)c1ccc(OCC(=O)O)c(C)c1,800,0
C/C(=N\OCc1nc(-c2ccc(C)cc2)oc1C)c1ccc(OCC(=O)O)c(C)c1,300,0
Cc1cc2c(CCc3nc(-c4ccc(Cl)cc4Cl)oc3C(C)C)noc2cc1OCC(=O)O,25,1
Cc1cc(S(=O)(=O)N(CCC(C)C)c2cccc(-c3ccc(C(F)(F)F)cc3)c2)ccc1OCC(=O)O,158.49,0
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OCC(=O)O)c(C)c1C,1.995,1
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(CC)C(=O)O)c(C)c1C,125.89,0
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C2CCCCC2)c1,15.85,1
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(Cl)c1Cl,63.1,1
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(OC)c1Cl,316.23,0
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(F)c1Cl,398.11,0
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(F)c1OC,501.19,0
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(F)c1F,316.23,0
CCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,79.43,1
CCCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,398.11,0
Cc1c(-c2ccc(Cl)cc2)cccc1N(CC1CCC1)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,501.19,0
Cc1c(-c2ccc(Cl)cc2)cccc1N(CC1CC1)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,794.33,0
COCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,501.19,0
Cc1c(-c2ccc(Cl)cc2)cccc1N(CCCC(F)(F)F)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,1995.26,0
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1Cl)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,10,1
CCCCN(c1cccc(-c2ccc(Cl)cc2)c1OC)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,19.95,1
CCCCN(c1cc(-c2ccc(Cl)cc2)cc(C(F)(F)F)c1)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,100,1
CCCCN(c1ccc(F)c(-c2ccc(Cl)cc2)c1)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,39.81,1
CCCCN(c1ccc(C)c(-c2ccc(Cl)cc2)c1)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,125.89,0
CCCCN(c1cc(-c2ccc(Cl)cc2)ccc1OC(F)(F)F)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,1000,0
CCCCN(c1cc(-c2ccc(Cl)cc2)ccc1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,794.33,0
CCCCN(c1cc(-c2ccc(Cl)cc2)c(F)cc1F)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,1258.93,0
CCCCN(c1cc(-c2ccc(Cl)cc2)c(F)cc1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,3162.28,0
CCCCN(c1cccc(-c2cccc(Cl)c2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,501.19,0
CCCCN(c1cccc(-c2ccc(Cl)c(Cl)c2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,125.89,0
CCCCN(c1cccc(-c2ccccc2Cl)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,1995.26,0
CCCCN(c1cccc(-c2ccc(C(F)(F)F)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,6.31,1
CCCCN(c1cccc(-c2ccc(OC(F)(F)F)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,39.81,1
CCCCN(c1cccc(-c2ccc(C)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,31.62,1
CCCCN(c1cccc(-c2ccc(OC)cc2)c1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,39.81,1
CCCCN(c1cccc(-c2ccc(OC(F)(F)F)cc2)c1Cl)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,12.544,1
CCCCN(c1cccc(-c2ccc(C(F)(F)F)cc2)c1Cl)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C,5.497666667,1
CCC(Cc1ccc(OC)c(CNC(=O)c2ccc(OC(F)(F)F)cc2)c1)C(=O)O,110,0
CCC(Cc1ccc(OC)c(CNC(=O)c2ccc(Oc3ccccc3)cc2)c1)C(=O)O,120,0
CC[C@@H](Cc1ccc(OC)c(CNC(=O)c2ccc(Oc3ccc(F)cc3)cc2)c1)C(=O)O,300,0
CC[C@@H](Cc1ccc(OC)c(CNC(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)c1)C(=O)O,580,0
CC[C@@H](Cc1ccc(OC)c(CNC(=O)c2ccc(Oc3ccc(Br)cc3)cc2)c1)C(=O)O,800,0
CCC(Cc1ccc(OC)c(CNC(=O)c2ccc(OCc3ccccc3)cc2)c1)C(=O)O,1400,0
CCC(Cc1ccc(OC)c(CNC(=O)c2ccc(OCCc3ccccc3)cc2)c1)C(=O)O,1400,0
CCC(Cc1ccc(OC)c(CNC(=O)c2cccc(-c3ccccc3)c2)c1)C(=O)O,4100,0
CCC(Cc1ccc(OC)c(CNC(=O)c2cccc(Oc3ccccc3)c2)c1)C(=O)O,4800,0
Cc1oc(-c2ccccc2)nc1CCc1noc2cc(OC(C)(C)C(=O)O)ccc12,14900,0
CCc1oc(-c2ccccc2)nc1CCc1noc2cc(OC(C)(C)C(=O)O)ccc12,6700,0
CCCc1oc(-c2ccccc2)nc1CCc1noc2cc(OC(C)(C)C(=O)O)ccc12,9800,0
CCCc1oc(-c2ccccc2Cl)nc1CCc1noc2cc(OC(C)(C)C(=O)O)ccc12,5400,0
CC(C)c1oc(-c2ccccc2Cl)nc1CCc1noc2cc(OC(C)(C)C(=O)O)ccc12,1300,0
CCCCCCc1oc(-c2ccccc2Cl)nc1CCc1noc2cc(OC(C)(C)C(=O)O)ccc12,2000,0
CC(C)c1oc(-c2ccccc2O)nc1CCc1noc2cc(OC(C)(C)C(=O)O)ccc12,900,0
CC(C)c1oc(-c2ccc(C(C)(C)C)cc2)nc1CCc1noc2cc(OC(C)(C)C(=O)O)ccc12,1200,0
CCCCc1ccc(-c2nc(CCc3noc4cc(OC(C)(C)C(=O)O)ccc34)c(C(C)C)o2)cc1,700,0
CC(C)c1oc(-c2ccc(Cl)cc2Cl)nc1CCc1noc2cc(OC(C)(C)C(=O)O)ccc12,100,1
CC(C)c1nc(-c2ccc(C(F)(F)F)cc2)sc1CCc1noc2cc(OC(C)(C)C(=O)O)ccc12,21,1
Cc1cc2c(CCc3sc(-c4ccc(C(F)(F)F)cc4)nc3C(C)C)noc2cc1OC(C)(C)C(=O)O,11,1
CCCCOc1cc(N2C(=O)c3ccccc3C2=O)ccc1CCc1ccc(CC(CC)C(=O)O)cc1,3200,0
CCC(Cc1ccc(CCc2ccc(N3C(=O)c4ccccc4C3=O)cc2O)cc1)C(=O)O,25000,0
CCC(Cc1ccc(CCc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1)C(=O)O,14000,0
O=C(O)COc1ccc(CCc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,62000,0
O=C(O)CCc1ccc(CCc2ccc(N3C(=O)c4ccccc4C3=O)cc2)cc1,13000,0
Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OC(F)C(=O)O,55,1
CCc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OC(F)C(=O)O,290,0
Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1CSc1ccc(OC(F)C(=O)O)c(C(C)C)c1,580,0
CC[C@@H](Cc1ccc(OC)c(C(=O)NCc2ccc(Oc3ccc(F)cc3)cc2)c1)C(=O)O,1920,0
COc1ccc(-c2cccc(C(=O)O)c2)cc1CNC(=O)c1ccc(Oc2ccccc2)cc1,470,0
Cc1nc(-c2ccccc2)sc1C(=O)N[C@H]1CCCN(c2cccc(C(=O)O)c2)C1,7100,0
Cc1nc(-c2cccc(Cl)c2)sc1C(=O)N[C@H]1CCCN(c2cccc(C(=O)O)c2)C1,2400,0
Cc1nc(-c2ccccc2Cl)sc1C(=O)N[C@H]1CCCN(c2cccc(C(=O)O)c2)C1,1900,0
Cc1nc(-c2ccc(F)cc2)sc1C(=O)N[C@H]1CCCN(c2cccc(C(=O)O)c2)C1,8800,0
COc1ccc(-c2nc(C)c(C(=O)N[C@H]3CCCN(c4cccc(C(=O)O)c4)C3)s2)cc1,1800,0
CC[C@@H](Cc1ccc(OC)c(CNC(=O)c2ccc3ccc4cccc5ccc2c3c45)c1)C(=O)O,43,1
COc1cc([C@H]2OC[C@@H]3[C@H](c4ccc5c(c4)OCO5)OC[C@H]23)cc(OC)c1O,47600,0
COc1cc([C@H]2OC[C@@H]3[C@H](c4ccc(O)c(OC)c4)OC[C@H]23)ccc1O,49500,0
CC(C)(O)C1=C[C@@H](O)[C@@](C)(O)CC1,48500,0
C=CCc1ccc(OC)c(OC)c1,50600,0
COc1ccc([C@@H](O)[C@H](O)CO)cc1OC,22600,0
C/C=C\CC/C=C/C=C/C(=O)NCC(C)C,4900,0
CC=C/C=C\CC/C=C/C=C/C(=O)NCC(C)C,51100,0
